url,source,label,headline,origin
https://www.foxnews.com/politics/inside-far-left-breeding-ground-universities-alleged-whcd-called-home-years,FoxNews,0,inside far left breeding ground universities alleged whcd called home years,fox_sitemap_articles_1.xml
https://www.foxnews.com/politics/dems-circle-wagons-blaming-gop-for-their-redistricting-response-midterms,FoxNews,0,dems circle wagons blaming gop for their redistricting response midterms,fox_sitemap_articles_1.xml
https://www.foxnews.com/outkick-sports/pete-alonso-rips-traffic-crushes-homer-yankees-return-nyc,FoxNews,0,pete alonso rips traffic crushes homer yankees return nyc,fox_sitemap_articles_1.xml
https://www.foxnews.com/world/bus-plunges-river-trainee-driver-crash-massive-rescue-response,FoxNews,0,bus plunges river trainee driver crash massive rescue response,fox_sitemap_articles_1.xml
https://www.foxnews.com/true-crime/father-teen-allegedly-killed-stepbrother-cruise-says-cant-relive-trauma-murder-trial,FoxNews,0,father teen allegedly killed stepbrother cruise says cant relive trauma murder trial,fox_sitemap_articles_1.xml
https://www.foxnews.com/sports/palestine-soccer-boss-refuses-shake-hands-israeli-counterpart-fifa-congress,FoxNews,0,palestine soccer boss refuses shake hands israeli counterpart fifa congress,fox_sitemap_articles_1.xml
https://www.foxnews.com/us/four-noncitizens-charged-illegally-voting-2020-2022-2024-federal-elections-new-jersey,FoxNews,0,four noncitizens charged illegally voting federal elections new jersey,fox_sitemap_articles_1.xml
https://www.foxnews.com/politics/trump-teases-us-taking-over-cuba-almost-immediately-florida-speech,FoxNews,0,trump teases us taking over cuba almost immediately florida speech,fox_sitemap_articles_1.xml
https://www.foxnews.com/politics/pentagon-orders-withdrawal-5000-us-troops-germany-trump-escalates-feud-merz,FoxNews,0,pentagon orders withdrawal us troops germany trump escalates feud merz,fox_sitemap_articles_1.xml
https://www.foxnews.com/outkick-sports/stephen-smith-says-argued-michael-jordan-whether-nascar-drivers-athletes,FoxNews,0,stephen smith says argued michael jordan whether nascar drivers athletes,fox_sitemap_articles_1.xml
https://www.foxnews.com/politics/federal-appeals-court-blocks-mailing-abortion-pills-ruling-nationwide-effect,FoxNews,0,federal appeals court blocks mailing abortion pills ruling nationwide effect,fox_sitemap_articles_1.xml
https://www.foxnews.com/sports/browns-coach-todd-monken-keeping-qb-competition-open-amid-uneven-practice-reps-shedeur-sanders-buzz,FoxNews,0,browns coach todd monken keeping qb competition open amid uneven practice reps shedeur sanders buzz,fox_sitemap_articles_1.xml
https://www.foxnews.com/travel/major-city-warns-residents-work-home-summer-highly-unusual-reason,FoxNews,0,major city warns residents work home summer highly unusual reason,fox_sitemap_articles_1.xml
https://www.foxnews.com/outkick-sports/college-baseball-delayed-umpire-takes-scary-foul-ball-straight-mask,FoxNews,0,college baseball delayed umpire takes scary foul ball straight mask,fox_sitemap_articles_1.xml
https://www.foxnews.com/us/dominos-driver-runs-customer-tip-dispute-caught-camera-police,FoxNews,0,dominos driver runs customer tip dispute caught camera police,fox_sitemap_articles_1.xml
https://www.foxnews.com/media/bob-odenkirk-predicts-end-manosphere-comedy-rejects-low-hanging-fruit-ny-times-interview,FoxNews,0,bob odenkirk predicts end manosphere comedy rejects low hanging fruit ny times interview,fox_sitemap_articles_1.xml
https://www.foxnews.com/sports/pickleball-team-plane-crashes-texas-killing-everyone-board,FoxNews,0,pickleball team plane crashes texas killing everyone board,fox_sitemap_articles_1.xml
https://www.foxnews.com/us/watch-driver-smirks-mugshot-allegedly-hitting-group-cyclists-caught-camera-road-rage,FoxNews,0,watch driver smirks mugshot allegedly hitting group cyclists caught camera road rage,fox_sitemap_articles_1.xml
https://www.foxnews.com/outkick-analysis/espns-holly-rowe-claims-im-bullying-women-due-angel-reese-criticism-jon-root,FoxNews,0,espns holly rowe claims im bullying women due angel reese criticism jon root,fox_sitemap_articles_1.xml
https://www.foxnews.com/outkick-sports/caitlin-clark-raises-eyebrows-comment-teams-ai-post-showed-distorted-hand,FoxNews,0,caitlin clark raises eyebrows comment teams ai post showed distorted hand,fox_sitemap_articles_1.xml
https://www.foxnews.com/us/female-inmate-sues-washington-state-alleged-attack-male-born-prisoner-womens-facility,FoxNews,0,female inmate sues washington state alleged attack male born prisoner womens facility,fox_sitemap_articles_1.xml
https://www.foxnews.com/media/anti-israel-nyc-protesters-chant-support-hamas-demand-mamdani-make-major-changes-rally,FoxNews,0,anti israel nyc protesters chant support hamas demand mamdani make major changes rally,fox_sitemap_articles_1.xml
https://www.foxnews.com/politics/trump-aims-reset-war-powers-clock-controversial-bid-bypass-congress,FoxNews,0,trump aims reset war powers clock controversial bid bypass congress,fox_sitemap_articles_1.xml
https://www.foxnews.com/politics/trump-jokes-security-concerns-mic-problems-dr-oz-freewheeling-florida-speech,FoxNews,0,trump jokes security concerns mic problems dr oz freewheeling florida speech,fox_sitemap_articles_1.xml
https://www.foxnews.com/media/seattle-mayor-interview-cut-short-staff-blocks-questions-gun-violence-surveillance,FoxNews,0,seattle mayor interview cut short staff blocks questions gun violence surveillance,fox_sitemap_articles_1.xml
https://www.foxnews.com/outkick-sports/canadian-beer-company-buys-sabres-fans-drinks-saving,FoxNews,0,canadian beer company buys sabres fans drinks saving,fox_sitemap_articles_1.xml
https://www.foxnews.com/media/joe-rogan-pans-trump-dojs-comey-indictment-nuts,FoxNews,0,joe rogan pans trump dojs comey indictment nuts,fox_sitemap_articles_1.xml
https://www.foxnews.com/us/hiker-airlifted-terrifying-rattlesnake-bite-remote-trail-incidents-surge-area,FoxNews,0,hiker airlifted terrifying rattlesnake bite remote trail incidents surge area,fox_sitemap_articles_1.xml
https://www.foxnews.com/health/ozempic-breath-sparks-questions-users-report-strange-side-effect,FoxNews,0,ozempic breath sparks questions users report strange side effect,fox_sitemap_articles_1.xml
https://www.foxnews.com/sports/steelers-star-dk-metcalf-face-criminal-charges-viral-altercation-lions-fan,FoxNews,0,steelers star dk metcalf face criminal charges viral altercation lions fan,fox_sitemap_articles_1.xml
https://www.foxnews.com/politics/black-conservative-unleashes-obama-constantly-whining-after-scotus-voting-rights-decision,FoxNews,0,black conservative unleashes obama constantly whining after scotus voting rights decision,fox_sitemap_articles_1.xml
https://www.foxnews.com/entertainment/rhonj-alum-joe-giudice-says-he-shouldnt-have-been-deported-after-fraud-conviction,FoxNews,0,rhonj alum joe giudice says he shouldnt have been deported after fraud conviction,fox_sitemap_articles_1.xml
https://www.foxnews.com/politics/pope-leo-places-former-illegal-immigrant-charge-red-state-diocese,FoxNews,0,pope leo places former illegal immigrant charge red state diocese,fox_sitemap_articles_1.xml
https://www.foxnews.com/outkick-sports/justin-roses-first-tournament-new-mclaren-designed-clubs-stellar,FoxNews,0,justin roses first tournament new mclaren designed clubs stellar,fox_sitemap_articles_1.xml
https://www.foxnews.com/deals/cooling-pajamas-for-hot-sleepers,FoxNews,0,cooling pajamas for hot sleepers,fox_sitemap_articles_1.xml
https://www.foxnews.com/us/teen-suspect-murder-two-bank-employees-kentucky-leads-police-wild-130-mph-chase,FoxNews,0,teen suspect murder two bank employees kentucky leads police wild mph chase,fox_sitemap_articles_1.xml
https://www.foxnews.com/outkick-sports/mlb-umps-blown-strike-call-overturned-abs-leaves-announcer-stunned-yikes,FoxNews,0,mlb umps blown strike call overturned abs leaves announcer stunned yikes,fox_sitemap_articles_1.xml
https://www.foxnews.com/us/sheriff-grady-judd-names-jan-6-participant-maga-influencer-among-266-arrested-prostitution-sting,FoxNews,0,sheriff grady judd names jan 6 participant maga influencer among arrested prostitution sting,fox_sitemap_articles_1.xml
https://www.foxnews.com/media/newsom-explodes-joe-rogan-response-clip-podcaster-calling-governor-f-ing-con-man,FoxNews,0,newsom explodes joe rogan response clip podcaster calling governor f ing con man,fox_sitemap_articles_1.xml
https://www.foxnews.com/outkick-analysis/sports-media-race-baiters-already-taking-nikola-jokic-criticism-far,FoxNews,0,sports media race baiters already taking nikola jokic criticism far,fox_sitemap_articles_1.xml
